delivery_id,date,zone,distance_km,delivery_time_min,package_weight_kg,shipment_volume,transport_cost,first_attempt_success
D01833,2026-06-21,West Zone 1,11.46,40.4,7.19,6,97.18,True
D01834,2026-05-25,North Zone 1,1.8,4.0,1.17,6,61.45,True
D01835,2026-06-27,South Zone 2,11.67,36.4,5.26,8,88.91,True
D01836,2026-05-28,South Zone 2,20.01,60.2,4.18,8,113.05,True
D01837,2026-06-28,North Zone 2,10.91,27.1,3.85,7,87.61,False
D01838,2026-06-23,North Zone 2,8.06,19.6,4.18,8,78.7,True
D01839,2026-06-29,North Zone 2,12.73,32.8,6.05,9,96.78,False
D01840,2026-05-23,South Zone 2,12.86,37.1,1.16,9,87.27,True
D01841,2026-06-02,North Zone 2,7.87,21.5,10.42,7,80.21,True
D01842,2026-05-11,South Zone 1,6.37,9.1,1.1,9,78.82,True
D01843,2026-06-04,East Zone 1,8.71,20.7,8.83,8,86.62,True
D01844,2026-05-20,West Zone 1,17.47,78.1,1.82,5,103.87,True
D01845,2026-06-04,South Zone 2,13.18,48.1,3.9,8,99.24,True
D01846,2026-05-15,North Zone 1,9.33,21.0,3.25,6,83.47,True
D01847,2026-07-01,North Zone 2,7.31,22.5,1.13,7,68.34,True
D01848,2026-06-12,South Zone 1,2.07,4.0,1.77,11,54.16,True
D01849,2026-07-04,North Zone 2,9.56,21.8,2.37,6,80.49,True
D01850,2026-07-08,East Zone 1,4.13,12.6,5.59,9,73.46,True
D01851,2026-05-04,South Zone 2,13.49,43.8,5.86,3,106.29,True
D01852,2026-06-22,East Zone 1,8.13,25.9,4.13,8,74.7,False
D01853,2026-06-29,East Zone 1,2.72,14.0,1.54,4,54.7,True
D01854,2026-07-06,South Zone 1,0.5,4.0,0.93,6,56.57,True
D01855,2026-06-19,South Zone 2,12.95,37.8,2.01,5,91.55,True
D01856,2026-05-21,West Zone 1,17.45,74.2,3.57,6,107.75,True
D01857,2026-07-02,West Zone 1,15.2,68.8,1.46,7,103.92,True
D01858,2026-05-22,East Zone 1,10.8,25.2,3.28,10,82.7,True
D01859,2026-05-25,North Zone 1,6.35,10.8,6.48,8,72.16,False
D01860,2026-05-12,North Zone 2,11.77,35.0,2.41,6,85.08,True
D01861,2026-06-12,South Zone 1,5.27,10.5,2.4,11,69.1,True
D01862,2026-06-26,North Zone 2,11.32,34.6,0.9,7,83.03,True
D01863,2026-05-12,South Zone 1,4.12,7.4,6.52,8,65.63,True
D01864,2026-06-17,South Zone 2,15.51,62.6,0.28,9,99.52,True
D01865,2026-07-07,South Zone 1,3.38,4.0,1.86,6,50.35,True
D01866,2026-05-05,South Zone 1,4.07,13.3,2.96,10,59.53,True
D01867,2026-05-17,West Zone 1,14.18,61.3,3.16,5,88.09,True
D01868,2026-06-06,South Zone 1,5.59,4.0,5.49,12,72.84,True
D01869,2026-05-11,West Zone 1,10.78,43.3,1.54,4,91.1,True
D01870,2026-06-02,East Zone 1,8.68,22.8,3.51,5,69.38,False
D01871,2026-05-04,North Zone 2,12.26,32.1,4.77,6,92.15,True
D01872,2026-06-24,South Zone 1,7.31,6.8,8.09,7,97.18,True
D01873,2026-06-06,East Zone 1,9.56,24.5,2.57,13,84.07,True
D01874,2026-05-07,North Zone 1,8.82,14.8,6.85,9,90.28,True
D01875,2026-05-28,West Zone 1,17.23,64.0,4.44,2,103.03,True
D01876,2026-06-25,North Zone 2,11.34,38.6,3.67,16,83.96,True
D01877,2026-06-26,North Zone 2,9.08,23.4,2.14,10,77.62,True
D01878,2026-06-01,East Zone 1,6.36,16.0,2.44,5,80.77,True
D01879,2026-06-17,South Zone 1,6.72,12.4,1.72,7,71.56,False
D01880,2026-05-17,West Zone 1,13.28,55.1,0.98,9,84.81,True
D01881,2026-07-01,South Zone 2,10.79,44.8,2.74,8,87.33,False
D01882,2026-07-10,East Zone 1,10.45,19.3,3.42,9,99.07,True
D01883,2026-05-23,North Zone 1,5.87,13.5,0.54,11,63.22,True
D01884,2026-06-21,East Zone 1,7.0,8.6,1.08,7,60.72,True
D01885,2026-06-24,South Zone 1,8.25,17.8,2.25,7,63.13,True
D01886,2026-06-25,South Zone 2,12.2,41.7,2.03,8,94.32,True
D01887,2026-06-30,North Zone 1,7.24,17.6,10.0,9,88.99,True
D01888,2026-05-20,East Zone 1,5.36,21.2,1.89,3,70.78,True
D01889,2026-06-29,South Zone 1,6.3,5.3,0.89,4,68.6,True
D01890,2026-06-13,East Zone 1,7.58,15.6,3.06,11,70.99,False
D01891,2026-05-05,West Zone 1,13.39,55.5,1.77,5,87.5,True
D01892,2026-06-17,North Zone 1,8.82,26.3,1.19,7,65.65,True
D01893,2026-05-16,East Zone 1,4.8,10.2,1.08,9,50.84,True
D01894,2026-05-14,North Zone 2,8.82,23.7,3.99,11,82.62,True
D01895,2026-05-27,West Zone 1,12.48,53.6,2.67,8,93.16,True
D01896,2026-07-01,South Zone 1,9.39,17.9,3.86,8,81.53,True
D01897,2026-06-23,West Zone 1,12.64,53.2,2.46,5,94.17,True
D01898,2026-06-05,East Zone 1,7.49,19.1,0.9,7,71.84,True
D01899,2026-07-10,North Zone 2,8.04,21.2,2.35,8,62.24,True
D01900,2026-06-22,North Zone 2,6.17,12.8,14.74,3,94.55,True
D01901,2026-05-17,North Zone 2,9.79,23.7,6.83,9,78.49,True
D01902,2026-07-07,West Zone 1,14.13,52.7,5.41,8,94.52,True
D01903,2026-06-09,East Zone 1,10.08,28.3,6.54,6,81.84,True
D01904,2026-06-05,North Zone 2,1.75,4.0,5.55,4,60.5,True
D01905,2026-07-06,North Zone 1,7.08,15.1,3.85,4,77.47,True
D01906,2026-06-12,North Zone 1,6.33,10.7,3.91,5,74.6,True
D01907,2026-06-28,North Zone 1,8.46,17.5,6.53,5,86.25,True
D01908,2026-05-09,East Zone 1,10.97,30.4,8.43,7,103.51,True
D01909,2026-05-27,East Zone 1,6.24,13.7,8.07,4,74.92,True
D01910,2026-07-07,East Zone 1,11.29,29.7,4.98,8,90.1,True
D01911,2026-05-27,South Zone 2,9.57,36.7,1.08,10,77.79,True
D01912,2026-07-07,East Zone 1,7.86,21.9,3.65,5,83.85,True
D01913,2026-06-28,East Zone 1,5.84,15.3,10.87,8,77.65,True
D01914,2026-06-13,South Zone 2,10.15,33.5,5.9,2,90.08,True
D01915,2026-06-05,North Zone 2,11.55,33.9,1.45,8,86.77,True
D01916,2026-07-01,East Zone 1,8.45,25.8,4.83,6,78.72,True
D01917,2026-07-03,South Zone 1,6.77,15.3,5.06,6,71.33,True
D01918,2026-06-26,South Zone 2,8.3,23.3,7.29,4,82.58,True
D01919,2026-07-05,North Zone 2,10.37,30.2,2.78,10,79.84,True
D01920,2026-05-29,South Zone 1,5.59,9.8,1.56,7,68.76,True
D01921,2026-05-26,West Zone 1,9.82,43.1,7.84,13,100.34,True
D01922,2026-05-13,South Zone 2,8.6,28.7,1.61,10,71.61,True
D01923,2026-05-28,West Zone 1,10.36,41.7,2.85,11,86.06,True
D01924,2026-06-23,West Zone 1,14.73,70.5,8.26,7,100.92,True
D01925,2026-07-06,East Zone 1,8.24,18.2,0.65,10,72.97,True
D01926,2026-07-02,South Zone 1,6.38,7.3,1.08,10,61.22,True
D01927,2026-05-25,North Zone 2,3.92,16.4,1.82,7,43.53,True
D01928,2026-06-19,South Zone 2,15.96,46.7,2.51,9,113.43,True
D01929,2026-05-28,North Zone 1,4.23,6.8,1.43,7,66.08,True
D01930,2026-05-22,East Zone 1,10.8,22.4,0.65,4,95.96,False
D01931,2026-05-15,North Zone 2,10.51,26.8,3.45,9,78.6,True
D01932,2026-05-17,North Zone 2,9.06,22.0,0.59,8,78.14,True
D01933,2026-06-28,West Zone 1,11.92,47.4,5.27,8,89.05,True
D01934,2026-06-15,North Zone 2,9.78,30.8,2.36,4,89.71,True
D01935,2026-05-28,East Zone 1,10.38,32.4,2.73,6,77.4,True
D01936,2026-06-02,North Zone 2,12.29,34.3,4.47,11,81.64,True
D01937,2026-06-01,South Zone 2,8.65,30.9,4.57,6,76.5,True
D01938,2026-05-24,West Zone 1,12.77,46.6,5.55,7,94.22,True
D01939,2026-05-21,North Zone 2,10.47,28.1,1.68,7,86.16,True
D01940,2026-06-10,East Zone 1,7.78,24.3,4.86,6,79.63,True
D01941,2026-05-24,South Zone 2,15.45,43.3,8.92,9,107.17,True
D01942,2026-05-31,South Zone 1,6.12,6.5,2.93,13,63.61,True
D01943,2026-06-08,North Zone 2,8.19,21.8,0.79,12,80.76,True
D01944,2026-07-11,East Zone 1,5.75,14.7,12.22,11,83.71,True
D01945,2026-05-07,South Zone 2,18.17,60.6,2.59,8,111.25,True
D01946,2026-05-07,South Zone 2,9.25,34.6,5.69,8,74.38,True
D01947,2026-05-30,North Zone 1,8.06,13.6,4.35,10,81.05,True
D01948,2026-05-11,West Zone 1,16.53,60.6,2.43,5,106.69,True
D01949,2026-06-20,South Zone 2,13.09,36.8,2.24,7,77.28,True
D01950,2026-06-08,North Zone 1,3.67,11.6,2.62,6,54.04,True
D01951,2026-07-06,East Zone 1,8.67,21.4,3.56,9,83.33,True
D01952,2026-05-18,West Zone 1,13.38,50.1,10.81,9,104.92,True
D01953,2026-07-06,North Zone 2,10.09,29.7,3.89,7,71.99,True
D01954,2026-06-09,North Zone 2,12.62,37.5,9.92,3,101.74,True
D01955,2026-05-18,East Zone 1,7.94,20.8,8.22,7,79.9,True
D01956,2026-05-04,North Zone 2,9.62,27.7,1.78,6,83.77,True
D01957,2026-06-12,North Zone 1,7.8,14.3,3.61,7,72.38,True
D01958,2026-05-23,East Zone 1,2.71,4.0,8.29,7,75.86,True
D01959,2026-06-18,South Zone 2,19.01,58.5,1.7,10,100.65,True
D01960,2026-05-12,West Zone 1,14.61,69.6,6.95,5,107.44,True
D01961,2026-05-30,West Zone 1,11.94,42.3,4.97,7,98.5,True
D01962,2026-05-26,West Zone 1,12.77,61.9,0.2,15,90.69,True
D01963,2026-06-02,South Zone 1,6.9,16.4,4.53,10,67.04,True
D01964,2026-06-22,North Zone 1,7.05,15.5,1.66,3,70.64,True
D01965,2026-06-04,East Zone 1,9.49,24.2,4.98,9,85.9,True
D01966,2026-07-01,East Zone 1,11.86,33.5,0.76,11,80.35,True
D01967,2026-06-24,East Zone 1,8.44,21.0,2.54,4,69.03,True
D01968,2026-06-30,North Zone 1,4.51,6.6,9.05,10,82.02,True
D01969,2026-05-28,West Zone 1,16.49,68.4,5.83,6,116.92,True
D01970,2026-06-13,West Zone 1,16.97,53.9,6.01,7,108.81,False
D01971,2026-05-20,South Zone 2,11.37,38.6,8.75,6,95.55,True
D01972,2026-06-25,North Zone 1,6.58,16.7,4.48,8,79.77,True
D01973,2026-05-21,North Zone 1,6.03,7.0,1.5,10,64.0,True
D01974,2026-05-04,West Zone 1,13.9,51.3,3.74,7,89.0,True
D01975,2026-06-15,North Zone 2,8.59,19.8,5.69,11,64.99,True
D01976,2026-07-01,North Zone 2,8.19,18.2,4.63,6,79.88,True
D01977,2026-06-16,South Zone 2,10.17,45.1,6.21,7,96.85,True
D01978,2026-05-25,East Zone 1,8.59,19.3,1.68,5,74.14,True
D01979,2026-05-15,North Zone 1,4.98,5.8,3.44,8,70.7,True
D01980,2026-07-03,South Zone 1,2.83,8.0,4.24,10,52.45,False
D01981,2026-05-25,North Zone 2,8.82,21.1,3.51,4,76.67,True
D01982,2026-05-15,East Zone 1,5.72,15.3,3.6,6,71.87,True
D01983,2026-05-06,North Zone 1,5.36,8.7,0.59,8,53.73,True
D01984,2026-05-20,South Zone 1,7.03,14.4,1.19,3,68.77,True
D01985,2026-05-17,South Zone 2,13.23,44.4,6.16,11,87.59,True
D01986,2026-06-21,West Zone 1,12.57,54.7,2.83,5,86.94,True
D01987,2026-05-21,South Zone 1,7.63,13.3,4.98,10,75.43,True
D01988,2026-06-13,West Zone 1,15.5,53.4,2.73,3,91.05,True
D01989,2026-06-07,East Zone 1,10.36,23.5,15.29,5,96.51,True
D01990,2026-07-05,West Zone 1,16.08,61.5,1.35,6,94.64,True
D01991,2026-05-06,East Zone 1,9.54,29.1,4.8,7,87.73,True
D01992,2026-07-04,East Zone 1,10.87,19.3,3.47,8,79.21,True
D01993,2026-05-18,North Zone 2,8.82,26.6,5.2,8,80.06,True
D01994,2026-06-04,North Zone 2,8.49,27.5,7.52,6,78.42,True
D01995,2026-06-12,South Zone 2,14.33,38.8,2.83,4,94.49,True
D01996,2026-06-19,South Zone 1,6.39,23.1,6.75,8,76.79,True
D01997,2026-05-23,South Zone 1,5.19,7.1,1.0,4,62.07,True
D01998,2026-06-12,North Zone 1,12.52,24.8,1.05,7,90.98,True
D01999,2026-05-26,North Zone 2,6.79,22.5,1.31,5,80.2,True
